,Type,Clean,label
86,Subtraction,katherine has bottle caps are eaten by a hippopotamus how many bottle caps will katherine have,1
140,Multiplication,kathleen went to the store times last month she buys bottle caps each time she goes to the store how many bottle caps did kathleen buy last month,0
313,Subtraction,katie had ds games and her friends had games how many more games does katie have than her friends,1
440,Addition,katie had ds games and her new friends had games and old friends had games how many games do her friends have in all,2
960,Addition,katie had new games and old games her friends had new games and old games how many new games do they have together,2
773,Addition,katie had new games and old games her friends had new games and old games how many old games do they have,2
617,Subtraction,katie had new games and old games her friends had new games how many more games does katie have than her friends,1
705,Addition,katie had new games and old games her friends had new games how many new games do they have together,2
259,Addition,kelly gives away nintendo games how many did she have initially if she still has games left,2
374,Subtraction,kelly had apples how many more apples does kelly need to pick to have apples altogether,1
419,Subtraction,kelly has nintendo games and sony games how many nintendo games does she need to give away so that she will have nintendo games left,1
407,Subtraction,kelly has nintendo games and sony games how many sony games does she need to give away so that she will have sony games left,1
125,Subtraction,kelly has nintendo games how many does she need to buy so that she will have games left,1
476,Subtraction,kelly has nintendo games how many does she need to give away so that she will have games left,1
383,Subtraction,kelly has nintendo games how many does she need to give away so that she will have games left,1
185,Subtraction,kelly has nintendo games how many will she have left if she gives away games,1
824,Subtraction,kelly has nintendo games she found more nintendo games how many does she need to give away so that she will have games left,1
212,Addition,kenneth has marbles he buys more later kenneth buys apples at the store how many marbles does kenneth have in all,2
30,Addition,kevin starts with cards he finds another how many cards does kevin end with,2
410,Multiplication,kim has cousins she wants to give each cousin pieces of gum how much gum will she need,0
208,Addition,kimberly has skittles she buys more later kimberly buys oranges at the store how many skittles does kimberly have in all,2
205,Addition,kimberly has skittles she buys more later kimberly buys oranges at the store how many skittles does kimberly have in all,2
142,Multiplication,kimberly went to the store times last month she buys peanuts each time she goes to the store how many peanuts did kimberly buy last month,0
138,Multiplication,kimberly went to the store times last month she buys peanuts each time she goes to the store how many peanuts did kimberly buy last month,0
532,Multiplication,lansing has elementary schools there are students in each school how many elementary students are there altogether in lansing,0
70,Subtraction,larry has cards dennis takes away how many cards will larry have,1
116,Subtraction,larry starts with cards are eaten by a hippopotamus how many cards does larry end with,1
72,Subtraction,larry starts with stickers he loses how many stickers does larry end with,1
322,Addition,last saturday marie sold magazines and newspapers what is the total number of reading materials she sold,2
304,Addition,last week fred had dollars and jason had dollars fred washed cars over the weekend and now has dollars and jason did not work how much money do they have together now,2
463,Subtraction,last week fred had dollars and jason had dollars fred washed cars over the weekend and now has dollars jason delivered newspapers and now has dollars how much money did jason earn by delivering newspapers,1
136,Subtraction,last week fred had dollars and jason had dollars fred washed cars over the weekend and now has dollars jason delivered newspapers and now has dollars how much money did they earn by washing cars,1
945,Subtraction,last week fred had dollars and jason had dollars jason delivered newspapers and now has dollars fred washed cars over the weekend and now has dollars how much money did jason earn by delivering newspapers,1
864,Subtraction,last week fred had dollars and jason had dollars jason washed cars over the weekend and now has dollars how much money did jason make washing cars,1
821,Addition,last week fred had dollars and jason had dollars over the weekend fred delivered newspapers earning dollars and washed cars earning dollars how much money did fred earn over the weekend,2
128,Addition,last week fred had dollars and jason had dollars over the weekend fred delivered newspapers earning dollars and washed cars earning dollars how much money does fred have now,2
193,Subtraction,last week fred had dollars and jason had dollars they washed cars over the weekend and now fred has dollars and jason has dollars how much money did fred earn over the weekend,1
187,Subtraction,last week fred had dollars and jason had dollars they washed cars over the weekend and now fred has dollars and jason has dollars how much money did jason make over the weekend,1
721,Subtraction,lawrence county has kids during summer break kids go to camp and the rest stay home how many kids stay home,1
663,Subtraction,lawrence county has kids during summer break kids stay home and the rest go to camp how many kids go to the camp during the break,1
195,Division,lemon heads come in packages of louis ate lemon heads how many whole boxes did he eat and how many lemon heads does he have left,3
194,Division,lemon heads come in packages of louis ate lemon heads how many whole boxes did he eat and how many lemon heads does he have left,3
193,Division,lemon heads come in packages of louis ate lemon heads how many whole boxes did he eat and how many lemon heads does he have left,3
936,Division,lewis earns a total of during the harvest if he earns each week how many weeks did the harvest last,3
476,Division,lewis earns every week during the harvest if he earns a total of how many weeks did the harvest last,3
984,Multiplication,lewis earns every week during the weeks of harvest he also earns per week for working overtime if he works overtime every week how much money does he earn during harvest season,0
590,Multiplication,lewis earns every week during the weeks of harvest if he has to pay rent every week how much money does he earn during harvest season,0
827,Multiplication,lewis earns every week during the weeks of harvest if he has to pay rent every week how much money does he pay as rent during the harvest season,0
492,Multiplication,lewis earns every week during the weeks of harvest if he has to pay rent every week how much money will have at the end of the harvest season,0
874,Subtraction,lewis earns every week during the weeks of harvest if he has to pay tax how much money will have at the end of the harvest season,1
199,Addition,lillian collects candies lillians father gives lillian more how many candies does lillian have,2
318,Addition,linda has candies chloe has how many candies do they have in all,2
320,Addition,lino picked up shells at the seashore in the morning and shells in the afternoon how many shells did he pick up in all,2
279,Division,lisa flew miles at miles per hour how long did lisa fly,3
280,Division,lisa flew miles at miles per hour how long did lisa fly,3
487,Division,lisa rented dvds for how much did each dvd cost to rent,3
44,Addition,lisa starts with bananas maria gives lisa more how many bananas does lisa end with,2
171,Division,lori has marbles if she shares them among friends how many marbles does each friend get,3
167,Division,louise has oranges stored in boxes if there are boxes how many oranges must go in each box,3
502,Addition,lucy has an aquarium with fish she wants to buy more fish how many fish would lucy have then,2
503,Subtraction,lucy has fish how many more fish does she need to buy to have fish,1
699,Subtraction,lucy went to the grocery store she bought packs of cookie and packs of cake how many more packs of cookie did she buy over cake,1
256,Addition,lucy went to the grocery store she bought packs of cookie and packs of cake in the end she had amount of change remaining how many packs of groceries did she buy in all,2
292,Subtraction,lucy went to the grocery store she bought packs of cookie and some packs of cake in total she had packs of grocery how many packs of cake did she buy in all,1
641,Addition,lucy went to the grocery store she bought packs of cookie packs of cake and packs of chocolate how many packs of groceries did she buy in all,2
314,Addition,lucy went to the grocery store she bought packs of cookies and packs of noodles how many packs of groceries did she buy in all,2
452,Multiplication,lukas averages points per game in basketball how many points would he score in games,0
948,Multiplication,luke gained points in each round of a game if he played rounds of a trivia game how many points did he score in the game,0
327,Division,luke played a trivia game and gained points in each round of a game if he scored points in the trivia game how many rounds did he play,3
527,Division,luke played a trivia game and scored points if he gained the points in each round how many rounds did he play,3
42,Multiplication,luke played rounds of a trivia game if he gained points in each round how many points did he score in the game,0
993,Division,luke scored points after playing rounds of a trivia game if he gained the same number of points each round how many points did he score per round,3
462,Multiplication,maggi had packages of cupcakes there are cupcakes in each package she ate cupcakes how many are left,0
258,Addition,marco and his dad went strawberry picking his strawberries weighed pounds while his dads strawberries weighed pounds together how much did their strawberries weigh,2
507,Subtraction,marco and his dad went strawberry picking marcos dads strawberries weighed pounds if together their strawberries weighed pounds how much did marcos strawberries weigh,1
509,Subtraction,marco and his dad went strawberry picking marcos strawberries weighed pounds if together their strawberries weighed pounds how much did his dads strawberries weigh,1
879,Subtraction,marco and his dad went strawberry picking marcos strawberries weighed pounds if together their strawberries weighed pounds how much more did his dads strawberries weigh than his,1
852,Subtraction,marco and his dad went strawberry picking marcos strawberries weighed pounds if together their strawberries weighed pounds how much more did his strawberries weigh than his dads,1
900,Subtraction,marco and his dad went strawberry picking together their strawberries weighed pounds his dads strawberries weighed pounds how much did marcos strawberries weigh,1
398,Subtraction,marco and his dad went strawberry picking together their strawberries weighed pounds marcos strawberries weighed pounds how much more did his dads strawberries weigh than his,1
153,Subtraction,marco and his dad went strawberry picking together their strawberries weighed pounds marcos strawberries weighed pounds how much more did his strawberries weigh than his dads,1
348,Addition,marco and his dad went strawberry picking together they collected strawberries that weighed pounds on the way back marco dad found more pounds of strawberries marcos strawberries now weighed pounds how much did his dads strawberries weigh now,2
15,Subtraction,marco and his dad went strawberry picking together they collected strawberries that weighed pounds on the way back marco dad lost pounds of strawberries marcos strawberries now weighed pounds how much did his dads strawberries weigh now,1
356,Subtraction,marco and his dad went strawberry picking together they collected strawberries that weighed pounds on the way back marco lost pounds of strawberries marcos strawberries now weighed pounds how much did his dads strawberries weigh,1
370,Subtraction,marcus has baseball cards he has more than carter how many baseball cards does carter have,1
235,Multiplication,maria has boxes of eggs each box holds eggs and there are boxes in a case how many eggs does maria have,0
512,Multiplication,marie can bike at a speed of miles an hour how far can she bike in hours,0
67,Subtraction,marie starts with erasers she loses how many erasers does marie end with,1
543,Addition,mariela was in the hospital and she got get well cards from around the country when she got home she got more cards from friends and family how many get well cards did mariela get,2
239,Division,marilyn has bananas that must be put away in boxes daniel comes to help and brings cookies to share with marilyn if there are boxes how many bananas must go in each box,3
196,Subtraction,marilyn starts with bottle caps she shares with nancy how many bottle caps does marilyn end with,1
409,Addition,mark has trees in his backyard if he plants more how many trees will he have,2
270,Division,mark sprinted miles at miles per hour how long did mark sprint,3
272,Division,mark sprinted miles at miles per hour how long did mark sprint,3
464,Division,marlee has guests coming to her halloween party each table will hold guests how many tables will she need,3
447,Division,martha bought small cakes she has children she would like to divide the cakes among her children so that each child gets the same amount how many cakes would each child get,3
29,Addition,martha has peanuts joyce has peanuts if joyce gives all of her peanuts to martha how many peanuts will martha have,2
153,Division,martha is inviting friends to a party she has cookies how many cookies will each friend get,3
20,Addition,martha starts with cards she gets more from emily how many cards does martha end with,2
133,Multiplication,martin has boxes of crayons each box holds crayons how many crayons does martin have,0
261,Division,martin strolled to lawrences house it is miles from martins house to lawrences house it took martin hours to get there how fast did martin go,3
263,Division,martin strolled to lawrences house it is miles from martins house to lawrences house it took martin hours to get there how fast did martin go,3
430,Subtraction,mary is baking a cake the recipe calls for cups of flour and cups of sugar she already put in cups of flour and cups of sugar how many more cups of flour does she need to add,1
215,Subtraction,mary is baking a cake the recipe calls for cups of flour and cups of sugar she already put in cups of flour and cups of sugar how many more cups of sugar does she need to add,1
301,Subtraction,mary is baking a cake the recipe calls for cups of flour and cups of sugar she already put in cups of flour how many more cups of flour than cups of sugar does she need to add now,1
651,Subtraction,mary is baking a cake the recipe calls for cups of flour and cups of sugar she already put in cups of flour how many more cups of sugar than cups of flour does she need to add now,1
904,Subtraction,mary is baking a cake the recipe calls for cups of flour and cups of sugar she already put in cups of sugar how many more cups of flour than cups of sugar does she need to add now,1
357,Subtraction,mary is baking a cake the recipe calls for cups of flour and cups of sugar she already put in cups of sugar how many more cups of sugar does she need to add,1
40,Subtraction,mary is baking a cake the recipe calls for cups of flour and cups of sugar she already put in some cups of flour if she still needs more cups of flour how many cups of flour did she put in,1
63,Subtraction,mary is baking a cake the recipe calls for cups of flour and cups of sugar she already put in some cups of flour if she still needs more cups of flour than sugar how many cups of flour did she put in,1
810,Addition,mary is baking a cake the recipe calls for cups of flour and cups of sugar she already put in some cups of flour if she still needs more cups of flour than sugar how many more cups of flour does she need to add,2
220,Subtraction,mary is baking a cake the recipe calls for cups of flour cups of sugar and cups of salt she already put in cups of flour how many more cups of flour does she need to add,1
461,Subtraction,mary is baking a cake the recipe calls for cups of flour cups of sugar and cups of salt she already put in cups of flour how many more cups of flour than cups of salt does she need to add now,1
967,Subtraction,mary is baking a cake the recipe calls for cups of flour cups of sugar and cups of salt she already put in cups of flour how many more cups of flour than cups of sugar does she need to add now,1
362,Subtraction,mary is baking a cake the recipe calls for cups of flour cups of sugar and cups of salt she already put in cups of flour how many more cups of sugar than cups of salt does she need to add now,1
129,Subtraction,mary is baking a cake the recipe calls for cups of sugar and cups of flour she already put in cups of flour and cups of sugar how many more cups of flour does she need to add,1
257,Subtraction,mary is baking a cake the recipe calls for cups of sugar and cups of flour she already put in cups of flour and cups of sugar how many more cups of sugar does she need to add,1
546,Subtraction,mary is baking a cake the recipe calls for cups of sugar and cups of flour she already put in cups of flour how many more cups of flour than cups of sugar does she need to add now,1
385,Subtraction,mary is baking a cake the recipe calls for cups of sugar and cups of flour she already put in cups of flour how many more cups of sugar than cups of flour does she need to add now,1
124,Subtraction,mary is baking a cake the recipe calls for cups of sugar and cups of flour she already put in cups of sugar how many more cups of flour than cups of sugar does she need to add now,1
998,Subtraction,mary is baking a cake the recipe calls for cups of sugar and cups of flour she already put in cups of sugar how many more cups of sugar does she need to add,1
567,Subtraction,mary is baking a cake the recipe calls for cups of sugar and cups of flour she already put in some cups of flour if she still needs more cups of flour how many cups of flour did she put in,1
500,Subtraction,mary is baking a cake the recipe calls for cups of sugar and cups of flour she already put in some cups of flour if she still needs more cups of flour than sugar how many cups of flour did she put in,1
667,Addition,mary is baking a cake the recipe calls for cups of sugar and some more cups of flour she already put in cups of flour if she still needs to add more cups of flour how many cups of flour did the recipe require,2
8,Subtraction,mary is baking a cake the recipe calls for cups of sugar cups of flour and cups of salt she already put in cups of flour how many more cups of flour does she need to add,1
275,Subtraction,mary is baking a cake the recipe calls for cups of sugar cups of flour and cups of salt she already put in cups of flour how many more cups of flour than cups of salt does she need to add now,1
770,Subtraction,mary is baking a cake the recipe calls for cups of sugar cups of flour and cups of salt she already put in cups of flour how many more cups of flour than cups of sugar does she need to add now,1
746,Subtraction,mary is baking a cake the recipe calls for cups of sugar cups of flour and cups of salt she already put in cups of flour how many more cups of sugar than cups of salt does she need to add now,1
33,Addition,mary starts with eggs she finds another how many eggs does mary end with,2
529,Multiplication,marys car gets miles per gallon of gas how far can she drive on gallons of gas,0
309,Addition,marys mom is getting ready for marys birthday party she blew up balloons this morning and balloons this afternoon how many balloons did she blow up in all,2
616,Division,matthew gave crackers to each his friends if he had crackers how many friends did he give crackers to,3
138,Division,matthew gave equal numbers of crackers and cakes to his friends if he had crackers and cakes initially how many cakes did each person eat,3
27,Division,matthew gave equal numbers of crackers and cakes to his friends if he had crackers and cakes initially how many crackers and cakes did each person eat,3
807,Division,matthew gave equal numbers of crackers and cakes to his friends if he had crackers and cakes initially how many crackers did each person eat,3
823,Division,matthew gave equal numbers of crackers to his friends if he had crackers how many crackers did each person eat,3
426,Division,matthew had crackers and cakes if matthew gave equal numbers of crackers and cakes to his friends how many cakes did each person eat,3
227,Division,matthew had crackers and cakes if matthew gave equal numbers of crackers and cakes to his friends how many crackers and cakes did each person eat,3
649,Division,matthew had crackers and cakes if matthew gave equal numbers of crackers and cakes to his friends how many crackers did each person eat,3
678,Division,matthew had crackers he has crackers left after he gave equal numbers of crackers to his friends how many crackers did each friend eat,3
877,Subtraction,matthew had crackers he has crackers left after he gave equal numbers of crackers to his friends how many crackers did matthew give to his friends,1
186,Division,matthew had crackers if matthew gave equal numbers of crackers to his friends and still had crackers left how many crackers did each friend eat,3
926,Subtraction,matthew had crackers if matthew gave equal numbers of crackers to his friends and still had crackers left how many crackers did matthew give to his friends,1
457,Division,matthew had crackers to give to friends if matthew gave crackers to each his friends how many friends did he give crackers to,3
68,Multiplication,matthew had some crackers if matthew gave crackers to each of his friends how many crackers did matthew have,0
380,Addition,megan had markers robert gave her more markers how many markers does megan have altogether,2
473,Addition,megan had markers robert gave her more markers how many markers does megan have altogether,2
395,Subtraction,megan has seashells how many more seashells does she need to find to have seashells in her collection,1
69,Subtraction,melissa has bananas she shares with joshua how many bananas will melissa have,1
87,Subtraction,melissa has oranges john takes away how many oranges will melissa have,1
268,Division,melissa played games and scored a total of points scoring the same for each game how many points did she score in each game,3
682,Division,melissa scored a total of points in games scoring the same for each game how many points did she score in each game,3
387,Division,melissa scored a total of points playing some games is she scored points in each game how many games did she play,3
456,Multiplication,melissa scored points in each game how many points did she score in games,0
435,Division,melissa scored points in each game if she scored a total of points how many games did she play,3
988,Multiplication,melissa scored points in each game she also got bonus points in each game how many points did she score in games,0
169,Division,michael has blocks stored in boxes if there are boxes how many blocks must go in each box,3
341,Subtraction,michael has some fish in his fish tank ben gave him more fish now he has how many fish did he have to begin with,1
124,Multiplication,michelle has boxes of crayons each box holds crayons how many crayons does michelle have,0
13,Addition,michelle has crayons janet has crayons if janet gives all of her crayons to michelle how many crayons will michelle have,2
369,Subtraction,mikey had leaves some of her leaves blew away now she has leaves left how many of her leaves blew away,1
27,Addition,mildred collects oranges mildreds father gives mildred more how many oranges does mildred have,2
77,Subtraction,mildred weighs pounds carol weighs pounds how much heavier is mildred than carol,1
421,Subtraction,misha has dollars how many dollars does she have to earn to have dollars to buy a dog,1
359,Subtraction,misha has dollars how many more dollars does she have to earn to have dollars,1
332,Addition,molly had candles on her birthday cake she grew older and got more on her birthday cake how old is molly now,2
216,Division,mom buys white t shirts if white t shirts can be purchased in packages of how many packages will she have,3
126,Division,mom buys white t shirts in total if white t shirts can be purchased in packages and mom buys packages how many white t shirts does each package have,3
484,Division,mr guzman bought doughnuts packed equally into boxes how many doughnuts were in each box,3
352,Subtraction,mrs franklin had valentines mrs franklin gave some to her students now she has how many valentines did mrs franklin give to her students,1
339,Multiplication,mrs heine is buying valentines day treats for her dogs if she wants to buy them heart biscuits each how many biscuits does she need to buy,0
401,Subtraction,mrs hilt and her sister drove to a concert miles away they drove miles and then stopped for gas her sister put gallons of gas in the car how many miles did they have left to drive,1
308,Multiplication,mrs hilt ate apples every hour how many apples had she eaten at the end of hours,0
497,Addition,mrs hilt baked pies last weekend for a holiday dinner she baked pecan pies and apples pies if she wants to arrange all of the pies in rows of pies each how many rows will she have,2
302,Addition,mrs hilt bought a yoyo for cents and a whistle for cents how much did she spend in all for the two toys,2
399,Multiplication,mrs hilt bought an ice cream cone for cents how much would ice cream cones cost,0
402,Multiplication,mrs hilt bought hot dogs each hot dog cost cents how much money did she pay for all of the hot dogs,0
307,Multiplication,mrs hilt bought pizzas each pizza had slices how many total slices of pizza did she have,0
404,Multiplication,mrs hilt bought pizzas for each what was the total amount she paid for the three pizzas,0
306,Subtraction,mrs hilt had cents she bought a pencil for cents how much money did she have left,1
403,Division,mrs hilt has cents a pencil costs cents how many pencils can she buy with the money she has,3
552,Division,mrs hilt impressed fans at the basketball game on friday if the fans were seated in equal groups on sets of bleachers how many fans were on each set,3
551,Subtraction,mrs hilt looked at her cars odometer before a trip the odometer showed that she had traveled miles when she stopped for lunch the odometer read how many miles had she traveled,1
501,Multiplication,mrs hilt measured the distance from her desk to the water fountain it was feet how many feet will mrs hilt walk on her trips to the fountain if she goes to the water fountain times today,0
498,Division,mrs hilt needs to share equally among total people how much money will each person get,3
499,Multiplication,mrs hilt read books each book had chapters in it how many chapters did mrs hilt read,0
304,Multiplication,mrs hilt reads books a day how many books does she read in days,0
500,Multiplication,mrs hilt saw bees in the hive the next day she saw times that many how many bees did she see on the second day,0
305,Multiplication,mrs hilt saw bugs eat flowers each how many flowers total did the bugs eat,0
495,Multiplication,mrs hilt uses ounces of detergent to wash a pound of clothes how many ounces of soap will she use to wash pounds of clothes,0
400,Subtraction,mrs hilt wants to make a border around her garden she needs rocks to complete the border she has rocks how many more rocks does she need to complete the border,1
496,Addition,mrs hilt went to a concert a total of people attended the concert the next week she went to a second concert which had more people in attendance how many people were at the second concert,2
354,Subtraction,mrs santiago has red roses mrs garrett has how many more red roses does mrs santiago have than mrs garrett,1
349,Subtraction,mrs sheridan has cats how many more cats does mrs sheridan need to have cats,1
337,Addition,mrs sheridan has cats mr sheridan gave her more cats how many cats does mrs sheridan have altogether,2
350,Subtraction,mrs sheridan has cats mrs garrett has cats how many more cats does mrs garrett have than mrs sheridan,1
338,Addition,mrs sheridan has fish her sister gave her more fish how many fish does she have now,2
353,Subtraction,mrs snyder made heart cookies she made red cookies and the rest are pink how many pink cookies did she make,1
351,Subtraction,mrs wong had valentines she gave valentines to her children how many does she have left,1
453,Multiplication,my car gets miles per gallon how many miles can i drive on gallons of gas,0
455,Division,my car gets miles per gallon of gas if grandmas house is miles away how many gallons of gas would it take to get to her house,3
541,Subtraction,my dog had some bones then he dug up bones now he has bones how many bones did he start with,1
49,Addition,nancy starts with bottle caps she finds another how many bottle caps does nancy end with,2
409,Addition,nell collects baseball cards she gave of her cards to jeff and now has cards left how many cards did nell have initially,2
534,Subtraction,nell collects baseball cards she had cards she gave cards to john and yet some more to jeff now she has cards left how many cards did nell give to jeff,1
725,Subtraction,nell collects baseball cards she had cards she gave of her cards to jeff how many cards does nell have left,1
377,Subtraction,nell collects baseball cards she had cards she gave some of her cards to jeff and now has cards left how many cards did nell give to jeff,1
917,Subtraction,nell collects baseball cards she had cards while jeff had cards she gave some of her cards to jeff and now has cards left how many cards did nell give to jeff,1
875,Subtraction,nell collects baseball cards she had cards while jeff had cards she gave some of her cards to jeff and now has cards left how many cards does jeff have now,1
752,Subtraction,nell collects cards she had baseball cards and ace cards she gave some of her cards to jeff and now has ace cards and baseball cards left how many more ace cards than baseball cards does nell have,1
925,Subtraction,nell collects cards she had baseball cards and ace cards she gave some of her cards to jeff and now has ace cards and baseball cards left how many more baseball cards than ace cards does nell have,1
269,Subtraction,nell collects cards she had baseball cards and ace cards she gave some of her cards to jeff and now has baseball cards and ace cards left how many more ace cards than baseball cards does nell have,1
49,Subtraction,nell collects cards she had baseball cards and ace cards she gave some of her cards to jeff and now has baseball cards and ace cards left how many more baseball cards than ace cards does nell have,1
994,Subtraction,next on his checklist is wax to stick the feathers together and colors to paint them he needs a total of g of colors to paint them he needs g of wax more if the feathers require a total of g of wax how many grams of wax does he already have,1
300,Subtraction,next on his checklist is wax to stick the feathers together and colors to paint them he needs a total of g of colors to paint them if the feathers require g of wax and right now he just needs g how many grams of wax does he already have,1
147,Subtraction,next on his checklist is wax to stick the feathers together he needs g of wax more if the feathers require a total of g of wax how many grams of wax does he already have,1
535,Subtraction,next on his checklist is wax to stick the feathers together if he currently has g of wax and the feathers require a total of g of wax how many more grams of wax does he need,1
614,Addition,next on his checklist is wax to stick the feathers together if he has g of wax and right now he just needs g total how many grams of wax do the feathers require,2
866,Subtraction,next on his checklist is wax to stick the feathers together if the feathers require g of wax and right now he has g how many more grams of wax does he need,1
32,Addition,nicholas starts with bottle caps he gets more from catherine how many bottle caps does nicholas end with,2
92,Subtraction,norma has cards she loses how many cards will norma have,1
88,Subtraction,norma starts with bananas she loses how many bananas does norma end with,1
69,Addition,olivia spent dollars at a supermarket if she has dollars left with her how much money did she have initially,2
579,Subtraction,olivia spent dollars at a supermarket if there were dollars in her wallet initially how much money does she have left,1
547,Addition,omar and karen made egg rolls to share at the school potluck omar rolled egg rolls karen rolled egg rolls what is the total number of egg rolls omar and karen rolled,2
373,Addition,on the first day of the week pat had stickers pat earned more during the week how many stickers did pat have at the end of the week,2
560,Multiplication,one pencil weighs grams how much do pencils weigh,0
330,Addition,our class got books from the library then we got more books from the library how many books did our class get from the library,2
458,Multiplication,our watermelons have seeds each if we have watermelons how many seeds should there be when all seeds are taken out of the watermelons,0
298,Addition,owls were sitting on the fence more owls joined them how many owls are on the fence now,2
518,Division,packs of dvds can be bought with dollars how much does each pack cost,3
956,Addition,paco ate cookies and had cookies left how many cookies did he have in the beginning,2
555,Subtraction,paco ate cookies if he had cookies initially how many cookies did paco have left,1
92,Subtraction,paco had cookies he ate cookies and gave of them to his friend how many cookies did paco have left,1
93,Subtraction,paco had cookies he ate cookies and gave of them to his friend how many more cookies did he eat than those he gave to his friend,1
88,Subtraction,paco had cookies he ate cookies and gave of them to his friend how many more cookies did he give to his friend than those he ate,1
73,Addition,paco had cookies he ate of them then he bought more cookies how many cookies did paco have left,2
459,Subtraction,paco had cookies he ate of them then he bought more cookies how many more cookies did he buy than those he ate,1
194,Subtraction,paco had cookies he ate of them then he bought more cookies how many more cookies did he eat than those he bought,1
456,Subtraction,paco had cookies he ate some of them and had cookies left how many cookies did paco eat,1
887,Subtraction,paco had cookies he gave cookies to his friend and ate cookies how many cookies did paco have left,1
7,Subtraction,paco had cookies he gave cookies to his friend and ate cookies how many more cookies did he eat than those he gave to his friend,1
209,Subtraction,paco had cookies he gave cookies to his friend and ate cookies how many more cookies did he give to his friend than those he ate,1
2,Subtraction,paco had salty cookies and sweet cookies he ate sweet cookies and salty cookies how many salty cookies did paco have left,1
572,Subtraction,paco had salty cookies and sweet cookies he ate sweet cookies and salty cookies how many sweet cookies did paco have left,1
162,Subtraction,paco had sweet cookies and salty cookies he ate salty cookies and sweet cookies how many more salty cookies than sweet cookies did he eat,1
404,Subtraction,paco had sweet cookies and salty cookies he ate salty cookies and sweet cookies how many more sweet cookies than salty cookies did he eat,1
630,Subtraction,paco had sweet cookies and salty cookies he ate sweet cookies and salty cookies how many more salty cookies than sweet cookies did he eat,1
761,Subtraction,paco had sweet cookies and salty cookies he ate sweet cookies and salty cookies how many more sweet cookies than salty cookies did he eat,1
907,Subtraction,paco had sweet cookies and salty cookies he ate sweet cookies and salty cookies how many salty cookies did paco have left,1
429,Subtraction,paco had sweet cookies and salty cookies he ate sweet cookies and salty cookies how many sweet cookies did paco have left,1
161,Subtraction,paige raised goldfish and catfish in the pond but stray cats loved eating them now she has left how many fishes disappeared,1
363,Subtraction,paige raised goldfish and catfish in the pond but stray cats loved eating them now she has left how many goldfish disappeared,1
767,Subtraction,paige raised goldfish in the pond but stray cats loved eating them were eaten how many goldfish remained,1
143,Division,paige was helping her mom plant flowers and they put seeds in each flower bed if they planted seeds altogther how many flower beds did they have,3
271,Division,paige was helping her mom plant flowers and together they planted seeds in flowerbeds if they put same number of seeds in each flower bed how many seeds did they plant in each flowerbed,3
995,Division,paige was helping her mom plant flowers and together they planted seeds they put seeds in each flower bed and only seeds grew into flowers in each flower bed how many flower beds did they have,3
997,Multiplication,paige was helping her mom plant flowers and together they planted seeds they put seeds in each flower bed and only seeds grew into flowers in each flower bed how many flowers did they grow,0
152,Multiplication,paige was helping her mom plant flowers and together they planted some seeds they put seeds in each flower bed if there are flowerbeds how many seeds did they plant,0
569,Division,paige was helping her mom plant flowers in flowerbeds they planted seeds altogether if they put same number of seeds in each flower bed how many seeds did they plant in each flowerbed,3
93,Subtraction,pamela has skittles she gives to karen how many skittles will pamela have,1
85,Subtraction,pamela starts with bottle caps jean takes away how many bottle caps does pamela end with,1
74,Subtraction,patricia starts with candies albert takes away how many candies does patricia end with,1
267,Division,patrick jogged to aarons house it is miles from patricks house to aarons house it took patrick hours to get there how fast did patrick go,3
383,Subtraction,paul got a box of crayons and erasers for his birthday at the end of the school year he only had crayons left while not having lost a single eraser how many more erasers than crayons did he have left,1
511,Subtraction,paul got a box of crayons and erasers for his birthday at the end of the school year he only had left while not having lost a single erasers how many crayons had been lost or given away,1
935,Subtraction,paul got a box of crayons and erasers for his birthday at the end of the school year he only had left while not having lost a single erasers how many more crayons than erasers did he have left,1
416,Subtraction,paul got a box of crayons for his birthday at the end of the school year he only had left how many crayons had been lost or given away,1
235,Subtraction,paul got a box of crayons for his birthday by the end of the school year he had either lost or given away of them how many crayons did he have left by the end of the school year,1
611,Subtraction,paul got a box of crayons for his birthday during the school year he gave crayons to his friends while he lost crayons how many crayons did he have left,1
736,Addition,paul got a box of crayons for his birthday during the school year he gave crayons to his friends while he lost crayons how many crayons had been lost or given away,2
286,Subtraction,paul got a box of crayons for his birthday during the school year he gave crayons to his friends while he lost crayons how many more crayons did he give to his friends than those he lost,1
483,Subtraction,paul got a box of crayons for his birthday during the school year he gave crayons to his friends while he lost crayons how many more crayons did he lose than those he gave to his friends,1
763,Subtraction,paul got a box of crayons for his birthday during the school year he lost crayons while he gave away crayons to his friends how many more crayons did he give to his friends than those he lost,1
19,Subtraction,paul got a box of erasers and crayons for his birthday at the end of the school year he only had crayons left while not having lost a single eraser how many more crayons than erasers did he have left,1
754,Addition,paul got a box of some crayons for his birthday by the end of the school year he had either lost or given away of them and only had left how many crayons did he get for his birthday,2
588,Addition,paul got a box of some crayons for his birthday by the end of the school year he only had crayons left since he had either lost or given away of them how many crayons did he get for his birthday,2
814,Addition,paul got a box of some crayons for his birthday during the school year he gave crayons to his friends while he lost crayons if he only had crayons left how many crayons did he get for his birthday,2
441,Addition,paul got a box of some crayons for his birthday during the school year he gave crayons to his friends while he lost crayons if he only had crayons left how many crayons had been lost or given away,2
703,Subtraction,paul had books after buying some in a garage sale he had left how many books did he buy,1
